keyword,high_risk_of_false_positive,category,theme,language
engrais azoté,false,Eau,ressources,french
engrais azoté,false,Sols,ressources,french
engrais chimique,false,Air,ressources,french
engrais chimique,false,Eau,ressources,french
engrais chimique,false,Sols,ressources,french
engrais de synthèse,false,Air,ressources,french
engrais de synthèse,false,Eau,ressources,french
engrais de synthèse,false,Sols,ressources,french
eutrophisation,false,Eau,ressources,french
exploitation minière,false,Métaux et minerais,ressources,french
exploration minière,false,Métaux et minerais,ressources,french
extractivisme,false,Concepts généraux,ressources,french
extractiviste,false,Concepts généraux,ressources,french
fortes chaleurs,false,Eau,ressources,french
france nature environnement,false,Concepts généraux,ressources,french
fumées industrielles,false,air,ressources,french
gestion des sols,false,Sols,ressources,french
gestion forestière,false,Forêt,ressources,french
green deal,false,Concepts généraux,ressources,french
hydrologue,false,Eau,ressources,french
impact des emballages plastiques,false,Economie circulaire,ressources,french
impact environnemental,false,Concepts généraux,ressources,french
impact sur l'environnement,false,Concepts généraux,ressources,french
industrie extractive,false,Métaux et minerais,ressources,french
industrie minière,false,Métaux et minerais,ressources,french
intensification du cycle de l’eau,false,Eau,ressources,french
intrant chimique,false,Sols,ressources,french
intrant chimique,false,Eau,ressources,french
jour du dépassement,false,Concepts généraux,ressources,french
limites planétaires,false,Concepts généraux,ressources,french
manque d’eau,false,Eau,ressources,french
matière critique,false,Métaux et minerais,ressources,french
matériaux polluants,false,Concepts généraux,ressources,french
mauvaise santé des sols,false,Sols,ressources,french
mesure environnementale,false,Concepts généraux,ressources,french
minerais,false,Métaux et minerais,ressources,french
minerais critiques,false,Métaux et minerais,ressources,french
minerais stratégiques,false,Métaux et minerais,ressources,french
mix énergétique,false,Energie,ressources,french
modifier nos fonds marins,false,Eau,ressources,french
mortalité des forêts,false,Forêt,ressources,french
métal critique,false,Métaux et minerais,ressources,french
métal rare,false,Métaux et minerais,ressources,french
métaux critiques,false,Métaux et minerais,ressources,french
métaux rares,false,Métaux et minerais,ressources,french
nappe d'eau,false,Eau,ressources,french
nappe phréatique,false,Eau,ressources,french
office national des forêts,false,Forêt,ressources,french
pacte vert,false,Concepts généraux,ressources,french
perte agricole,false,Eau,ressources,french
perte agricole,false,Sols,ressources,french
pesticide,false,Air,ressources,french
pesticide,false,Eau,ressources,french
pesticide,false,Sols,ressources,french
pénurie de neige,false,Eau,ressources,french
pfas,false,Eau,ressources,french
pfas,false,Sols,ressources,french
pfoa,false,Sols,ressources,french
pfoa,false,Eau,ressources,french
pfos,false,Sols,ressources,french
pfos,false,Eau,ressources,french
politiques climatiques,false,Concepts généraux,ressources,french
polluant,false,Concepts généraux,ressources,french
pollution chimique,false,Concepts généraux,ressources,french
pollution de l'eau,false,Eau,ressources,french
pollution des nappes,false,Eau,ressources,french
pollution des sols,false,Sols,ressources,french
pollution record,false,Sols,ressources,french
pollution record,false,Eau,ressources,french
pollution record,false,Air,ressources,french
polluée,false,Concepts généraux,ressources,french
problème de sécurité alimentaire,false,Concepts généraux,ressources,french
produits verts,false,Concepts généraux,ressources,french
préserver les fonds marins,false,Eau,ressources,french
ptfe,false,Sols,ressources,french
ptfe,false,Eau,ressources,french
pénurie d’eau,false,Eau,ressources,french
qualité de l'eau,false,Eau,ressources,french
qualité de l’eau,false,Eau,ressources,french
rareté de la ressource en eau,false,Eau,ressources,french
rareté saisonnière de la ressource en eau,false,Eau,ressources,french
raréfaction de la ressource en eau,false,Eau,ressources,french
raréfaction de l’eau,false,Eau,ressources,french
rejet polluant,false,Concepts généraux,ressources,french
ressource en eau,false,Eau,ressources,french
ressource minérale,false,Métaux et minerais,ressources,french
ressource naturelle,false,Concepts généraux,ressources,french
ressource stratégique,false,Concepts généraux,ressources,french
ressources planétaires,false,Concepts généraux,ressources,french
réserve d'eau,false,Eau,ressources,french
salinisation des nappes,false,Eau,ressources,french
salinisation des sols,false,Eau,ressources,french
salinisation des sols,false,Sols,ressources,french
santé des sols,false,Sols,ressources,french
sevrage aux énergies fossiles,false,Energie,ressources,french
sol appauvri,false,Sols,ressources,french
sol dégradé,false,Sols,ressources,french
sol vivant,false,Sols,ressources,french
sols pollués,false,Sols,ressources,french
stress hydrique,false,Eau,ressources,french
surconsommation,false,Concepts généraux,ressources,french
surexploitation,false,Concepts généraux,ressources,french
surexploitation des ressources,false,Concepts généraux,ressources,french
surpâturage,false,Air,ressources,french
surpâturage,false,Eau,ressources,french
surpâturage,false,Sols,ressources,french
surpêche,false,Eau,ressources,french
sécheresse,false,Eau,ressources,french
tassement des sols,false,Sols,ressources,french
terre rare,false,Métaux et minerais,ressources,french
transformation écologique,false,Concepts généraux,ressources,french
transition écologique,false,Concepts généraux,ressources,french
transition énergétique,false,Energie,ressources,french
trier ses déchets,false,Economie circulaire,ressources,french
urgence écologique,false,Concepts généraux,ressources,french
vague de chaleur,false,Eau,ressources,french
écocide,false,Concepts généraux,ressources,french
écologique,false,Concepts généraux,ressources,french
écosystème forestier,false,Forêt,ressources,french
élevage intensif,false,Eau,ressources,french
élevage intensif,false,Sols,ressources,french
épandage,false,Sols,ressources,french
épandage,false,Air,ressources,french
épandage,false,Eau,ressources,french
épuisement des ressources,false,Concepts généraux,ressources,french
érosion des sols,false,Sols,ressources,french
érosion hydrique,false,Sols,ressources,french
érosion éolienne,false,Sols,ressources,french
étalement urbain,false,Sols,ressources,french
abondance,true,Concepts généraux,ressources_indirectes,french
acide,true,Sols,ressources_indirectes,french
acide,true,Air,ressources_indirectes,french
acide,true,Eau,ressources_indirectes,french
acidification,true,Sols,ressources_indirectes,french
acidification,true,Eau,ressources_indirectes,french
activité industrielle,true,Eau,ressources_indirectes,french
activité industrielle,true,Sols,ressources_indirectes,french
activité industrielle,true,Air,ressources_indirectes,french
activité industrielle,true,Forêt,ressources_indirectes,french
agro-industriel,true,Concepts généraux,ressources_indirectes,french
alimentation,true,Concepts généraux,ressources_indirectes,french
alternative,true,Concepts généraux,ressources_indirectes,french
aménagement du territoire,true,Concepts généraux,ressources_indirectes,french
arsenic,true,Sols,ressources_indirectes,french
arsenic,true,Air,ressources_indirectes,french
arsenic,true,Eau,ressources_indirectes,french
assécher,true,Eau,ressources_indirectes,french
asséché,true,Eau,ressources_indirectes,french
asséchée,true,Eau,ressources_indirectes,french
barrage,true,Energie,ressources_indirectes,french
batterie,true,Energie,ressources_indirectes,french
besoin énergétique,true,Energie,ressources_indirectes,french
bouquet énergétique,true,Energie,ressources_indirectes,french
bétonner,true,Sols,ressources_indirectes,french
cadmium,true,Sols,ressources_indirectes,french
cadmium,true,Air,ressources_indirectes,french
cadmium,true,Eau,ressources_indirectes,french
cancérigène,true,Concepts généraux,ressources_indirectes,french
